job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1452,Business Analyst,Noida,Human Resources,,Amazon India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,0,1,Part-time,Mid-Senior level,B.Tech,Information Technology,Operations,0
1453,Project Manager,Kolkata,Engineering,,Cognizant,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,1,Part-time,Mid-Senior level,PhD,Finance,Human Resources,0
1454,Operations Manager,Ahmedabad,Finance,,TCS,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,0,Temporary,Director,MCA,Education,IT,0
1455,Easy Money – No Experience Needed,Anywhere,Sales,261312-468936,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Must have PayPal or bank account to receive payments.,,1,0,0,Temporary,Not Applicable,High School or equivalent,Other,Other,1
1456,Bitcoin Trading Expert Needed,Anywhere,Sales,453968-542101,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Willing to work independently. No qualifications needed.,Weekly payout,1,0,0,Other,Not Applicable,High School or equivalent,,,1
1457,UI/UX Designer,Hyderabad,Finance,64506-83936,Paytm,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Part-time,Mid-Senior level,B.Com,Manufacturing,Product,0
1458,UI/UX Designer,Noida,Sales,63169-111630,IBM India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Contract,Internship,Master's Degree,Finance,Sales,0
1459,UI/UX Designer,Bengaluru,Marketing,89031-115934,TCS,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,1,Contract,Internship,B.Com,Education,Design,0
1460,Operations Manager,Chennai,Human Resources,,IBM India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,1,Part-time,Entry level,MCA,BFSI,Engineering,0
1461,Financial Analyst,Gurgaon,Design,,Oracle India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Temporary,Internship,MBA,Finance,Operations,0
1462,Work From Home – Earn $5000/week,Anywhere,Sales,138638-226487,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Temporary,Not Applicable,Unspecified,Online,Other,1
1463,DevOps Engineer,Mumbai,Marketing,63341-94400,Paytm,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,0,1,Temporary,Director,MBA,Finance,Operations,0
1464,Operations Manager,Ahmedabad,Engineering,109874-148279,Zomato,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Part-time,Entry level,MCA,Education,Human Resources,0
1465,DevOps Engineer,Gurgaon,Sales,119205-137658,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,0,Full-time,Internship,Bachelor's Degree,Finance,Finance,0
1466,DevOps Engineer,Gurgaon,Product,102851-126404,Flipkart,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,0,Contract,Not Applicable,MCA,Finance,Product,0
1467,Financial Analyst,Bengaluru,Design,46102-84136,Swiggy,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Part-time,Not Applicable,B.Tech,Healthcare,Sales,0
1468,Project Manager,Kolkata,Finance,33313-45201,Accenture,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Contract,Not Applicable,B.Com,Education,Human Resources,0
1469,Sales Executive,Delhi,Design,98084-127312,Paytm,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,0,Part-time,Not Applicable,MBA,Finance,Human Resources,0
1470,Financial Analyst,Gurgaon,Sales,,Accenture,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Full-time,Internship,BCA,Information Technology,Human Resources,0
1471,Envelope Stuffing Job – High Pay,Work From Home,Other,266569-427796,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,No experience required. Just have a smartphone and internet.,Unlimited earning potential,1,0,0,Part-time,Not Applicable,Unspecified,,,1
1472,Online Data Entry – $80/hr,Anywhere,Sales,123221-232845,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",,,1,0,0,Other,Not Applicable,,,,1
1473,Be Your Own Boss – Immediate Hire,Work From Home,Sales,109339-344573,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Willing to work independently. No qualifications needed.,Weekly payout,1,0,0,Temporary,Not Applicable,,Online,,1
1474,Customer Support Agent,Chennai,IT,,Amazon India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,1,Contract,Director,Master's Degree,BFSI,Operations,0
1475,Operations Manager,Pune,Operations,67408-91711,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,0,Full-time,Not Applicable,PhD,Healthcare,Engineering,0
1476,HR Specialist,Pune,Operations,70760-88454,HCL Technologies,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,1,Temporary,Director,PhD,BFSI,IT,0
1477,Content Writer,Ahmedabad,Human Resources,112384-161603,Swiggy,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,0,1,Contract,Not Applicable,MCA,BFSI,Human Resources,0
1478,Urgent – Wire Transfer Specialist,Anywhere,Other,167251-318805,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Willing to work independently. No qualifications needed.,Unlimited earning potential,1,0,0,Part-time,Not Applicable,High School or equivalent,,Other,1
1479,Financial Analyst,Chennai,Sales,,Infosys,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Part-time,Mid-Senior level,B.Tech,Healthcare,Sales,0
1480,Data Analyst,Delhi,Marketing,112186-157667,Swiggy,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,1,0,Temporary,Entry level,MBA,BFSI,Human Resources,0
1481,Customer Support Agent,Pune,Finance,,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,1,0,Part-time,Mid-Senior level,BCA,Education,Design,0
1482,Business Analyst,Kolkata,Sales,80123-91251,Zomato,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,0,Temporary,Entry level,PhD,Manufacturing,Finance,0
1483,Work From Home – Earn $5000/week,Anywhere,,136071-226471,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Part-time,Not Applicable,High School or equivalent,,,1
1484,DevOps Engineer,Mumbai,IT,112617-158545,Zomato,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,0,Contract,Internship,BCA,Finance,Sales,0
1485,Graphic Designer,Delhi,Sales,37669-57246,TCS,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",1,1,1,Full-time,Entry level,B.Com,Manufacturing,Finance,0
1486,DevOps Engineer,Bengaluru,Design,,,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,0,1,Part-time,Not Applicable,BCA,Finance,Product,0
1487,Product Manager,Mumbai,Human Resources,,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",1,0,1,Contract,Mid-Senior level,B.Com,Retail,IT,0
1488,Project Manager,Noida,Sales,119872-139421,Amazon India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,1,Part-time,Internship,B.Com,BFSI,IT,0
1489,UI/UX Designer,Pune,Design,42845-80547,Infosys,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,1,0,Full-time,Internship,Master's Degree,Education,Product,0
1490,Content Writer,Delhi,Design,34198-69979,Zomato,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",1,1,1,Temporary,Internship,B.Com,Retail,Sales,0
1491,Customer Support Agent,Noida,Engineering,72372-89969,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Temporary,Not Applicable,MBA,Healthcare,IT,0
1492,Business Analyst,Mumbai,Sales,91727-118412,Paytm,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,1,Contract,Director,Master's Degree,Education,Finance,0
1493,Be Your Own Boss – Immediate Hire,Online,Other,64563-342220,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,,,1,0,0,Temporary,Not Applicable,High School or equivalent,,,1
1494,Financial Analyst,Hyderabad,Operations,56812-74708,Amazon India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Temporary,Internship,Master's Degree,Healthcare,Finance,0
1495,Data Analyst,Delhi,Finance,101082-147040,Swiggy,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Temporary,Entry level,Master's Degree,Manufacturing,IT,0
1496,Financial Analyst,Ahmedabad,Design,61151-103300,HDFC Bank,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,1,0,Temporary,Entry level,B.Tech,Healthcare,Engineering,0
1497,DevOps Engineer,Delhi,Finance,67683-110480,Microsoft India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,1,Contract,Not Applicable,BCA,BFSI,Finance,0
1498,Envelope Stuffing Job – High Pay,Remote,Sales,129599-335276,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Willing to work independently. No qualifications needed.,,1,0,0,Part-time,Not Applicable,High School or equivalent,Online,,1
1499,Graphic Designer,Gurgaon,Sales,,HCL Technologies,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,0,Contract,Director,MCA,Manufacturing,Product,0
1500,Content Writer,Bengaluru,Product,,Paytm,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,1,Temporary,Not Applicable,B.Com,Education,IT,0
1501,Bitcoin Trading Expert Needed,Online,,176596-286379,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Other,Not Applicable,High School or equivalent,Online,,1
1502,HR Specialist,Ahmedabad,Marketing,88580-103718,Swiggy,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Full-time,Not Applicable,B.Tech,Healthcare,Operations,0
1503,Be Your Own Boss – Immediate Hire,Anywhere,Sales,115370-300977,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,No experience required. Just have a smartphone and internet.,Fast cash,1,0,0,Part-time,Not Applicable,Unspecified,Online,Other,1
1504,Be Your Own Boss – Immediate Hire,Work From Home,Sales,263417-554912,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",,Fast cash,1,0,0,Part-time,Not Applicable,Unspecified,Online,,1
1505,Operations Manager,Hyderabad,IT,62884-97797,Cognizant,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,0,0,Part-time,Director,B.Com,Education,Operations,0
1506,Financial Analyst,Kolkata,Engineering,41591-89665,Oracle India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,0,Contract,Mid-Senior level,BCA,Information Technology,Design,0
1507,Sales Executive,Gurgaon,Finance,113392-125966,Paytm,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Temporary,Entry level,MBA,Finance,IT,0
1508,Operations Manager,Noida,Product,63100-81254,Infosys,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,1,Temporary,Internship,B.Com,Information Technology,Product,0
1509,Unlimited Income Opportunity,Remote,Sales,162085-394136,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,Weekly payout,1,0,0,Temporary,Not Applicable,High School or equivalent,Other,Other,1
1510,Product Manager,Bengaluru,Human Resources,53684-71388,Infosys,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,1,Part-time,Internship,PhD,Education,Product,0
1511,UI/UX Designer,Ahmedabad,Engineering,97027-135643,HCL Technologies,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Part-time,Internship,BCA,Healthcare,Design,0
1512,Be Your Own Boss – Immediate Hire,Anywhere,Sales,125489-221555,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,,Weekly payout,1,0,0,Temporary,Not Applicable,Unspecified,Other,,1
1513,Project Manager,Bengaluru,Operations,,HDFC Bank,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Part-time,Entry level,PhD,Retail,IT,0
1514,Operations Manager,Pune,Engineering,71232-110788,Oracle India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Temporary,Mid-Senior level,PhD,Finance,Finance,0
1515,HR Specialist,Mumbai,IT,,HCL Technologies,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Contract,Internship,MCA,Retail,IT,0
1516,Financial Analyst,Ahmedabad,Operations,,Paytm,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,1,Full-time,Mid-Senior level,MCA,Manufacturing,Marketing,0
1517,UI/UX Designer,Mumbai,Finance,48844-60360,Oracle India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Full-time,Not Applicable,PhD,BFSI,Sales,0
1518,Operations Manager,Kolkata,Engineering,61300-108773,Accenture,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,0,Temporary,Not Applicable,B.Tech,Manufacturing,Sales,0
1519,Urgent – Wire Transfer Specialist,Remote,,150487-284248,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,No experience required. Just have a smartphone and internet.,Weekly payout,1,0,0,Part-time,Not Applicable,Unspecified,Other,Other,1
1520,Data Analyst,Ahmedabad,Engineering,,Infosys,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,1,Full-time,Mid-Senior level,B.Com,Finance,Finance,0
1521,UI/UX Designer,Pune,Human Resources,74758-104647,Swiggy,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,0,Temporary,Entry level,Master's Degree,Retail,Design,0
1522,Financial Analyst,Kolkata,Operations,,Cognizant,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,0,Contract,Director,Bachelor's Degree,Information Technology,Operations,0
1523,Data Analyst,Bengaluru,Human Resources,,HCL Technologies,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,0,Full-time,Director,BCA,Retail,Marketing,0
1524,Operations Manager,Kolkata,Marketing,,Amazon India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,1,Full-time,Director,Bachelor's Degree,Retail,Engineering,0
1525,Operations Manager,Gurgaon,Design,,Infosys,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Contract,Director,Master's Degree,Education,Engineering,0
1526,Content Writer,Gurgaon,Finance,43213-81203,Flipkart,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,1,Contract,Internship,MBA,Healthcare,IT,0
1527,Project Manager,Ahmedabad,Engineering,99016-115734,TCS,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Full-time,Entry level,Master's Degree,BFSI,Product,0
1528,Software Engineer,Noida,Operations,,HDFC Bank,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,0,Full-time,Mid-Senior level,MCA,Manufacturing,Human Resources,0
1529,Marketing Manager,Mumbai,IT,,Cognizant,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Temporary,Not Applicable,MBA,Healthcare,Engineering,0
1530,Operations Manager,Mumbai,Sales,,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,0,Part-time,Director,B.Tech,Education,Product,0
1531,Customer Support Agent,Gurgaon,Marketing,76357-123049,HDFC Bank,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,0,1,Temporary,Internship,B.Com,Finance,Finance,0
