job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,requirements_length,has_company,missing_fields,max_salary,salary_anomaly,has_salary,scam_keyword_count,employment_risk,is_wfh,trust_score,risk_level,Label
1746,Work From Home – Earn $5000/week,Work From Home,Other,161695-279198,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,Unlimited earning potential,1,0,0,Other,Not Applicable,Unspecified,Online,Other,1,141,0,0,2,279198,1,1,4,2,1,0,High Risk,Fake
1747,Sales Executive,Bengaluru,Product,90925-137174,Flipkart,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,0,Contract,Director,MCA,Education,Finance,0,221,130,1,0,137174,0,1,0,0,0,100,Low Risk,Real
1748,Work From Home – Earn $5000/week,Remote,Other,192580-299926,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Part-time,Not Applicable,,Online,Other,1,141,53,1,1,299926,1,1,4,1,1,28,High Risk,Fake
1749,Marketing Manager,Hyderabad,Human Resources,45565-94610,Flipkart,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Full-time,Internship,B.Tech,Information Technology,Human Resources,0,221,130,1,0,94610,0,1,0,0,1,100,Low Risk,Real
1750,Online Data Entry – $80/hr,Online,Sales,120425-321249,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Must have PayPal or bank account to receive payments.,Unlimited earning potential,1,0,0,Other,Not Applicable,High School or equivalent,Online,Other,1,156,53,0,1,321249,1,1,1,2,1,7,High Risk,Fake
1751,Customer Support Agent,Ahmedabad,Finance,,Paytm,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Part-time,Mid-Senior level,B.Com,Education,Sales,0,221,130,1,2,0,0,0,0,1,1,85,Low Risk,Real
1752,Online Data Entry – $80/hr,Work From Home,Sales,439591-551894,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,,Weekly payout,1,0,0,Part-time,Not Applicable,,Other,,1,153,0,1,2,551894,1,1,4,1,1,23,High Risk,Fake
1753,Online Data Entry – $80/hr,Anywhere,Other,52125-310171,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,No experience required. Just have a smartphone and internet.,,1,0,0,Part-time,Not Applicable,Unspecified,Online,,1,135,60,0,2,310171,1,1,3,1,1,0,High Risk,Fake
1754,Unlimited Income Opportunity,Remote,,191463-477656,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Must have PayPal or bank account to receive payments.,Weekly payout,1,0,0,Temporary,Not Applicable,,,,1,153,53,1,3,477656,1,1,5,1,1,10,High Risk,Fake
1755,Data Analyst,Kolkata,IT,105726-117438,TCS,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,0,Temporary,Not Applicable,BCA,BFSI,Operations,0,194,134,1,1,117438,0,1,0,1,0,90,Low Risk,Real
1756,Customer Support Agent,Chennai,IT,70075-104144,Microsoft India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,1,Part-time,Entry level,Master's Degree,Finance,IT,0,221,130,1,0,104144,0,1,0,1,0,95,Low Risk,Real
1757,Bitcoin Trading Expert Needed,Work From Home,,134194-300826,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,,Weekly payout,1,0,0,Part-time,Not Applicable,High School or equivalent,Other,Other,1,153,0,1,2,300826,1,1,5,1,1,15,High Risk,Fake
1758,Data Analyst,Delhi,Engineering,,HDFC Bank,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,0,0,Contract,Entry level,B.Tech,Healthcare,Engineering,0,164,130,1,2,0,0,0,0,0,0,80,Low Risk,Real
1759,Online Data Entry – $80/hr,Remote,,66617-128483,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",No experience required. Just have a smartphone and internet.,Weekly payout,1,0,0,Part-time,Not Applicable,High School or equivalent,,,1,156,60,0,3,128483,0,1,1,1,1,22,High Risk,Fake
1760,Make Money Fast – Part Time,Remote,,93704-238628,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Willing to work independently. No qualifications needed.,Weekly payout,1,0,0,Other,Not Applicable,Unspecified,Other,,1,135,56,0,2,238628,1,1,4,2,1,0,High Risk,Fake
1761,Software Engineer,Mumbai,Product,33800-74650,Infosys,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,1,Contract,Entry level,BCA,BFSI,Operations,0,275,140,1,1,74650,0,1,0,0,0,95,Low Risk,Real
1762,DevOps Engineer,Ahmedabad,Human Resources,112578-148281,Wipro,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,1,Part-time,Mid-Senior level,Master's Degree,Finance,Design,0,221,130,1,0,148281,0,1,0,1,1,95,Low Risk,Real
1763,Product Manager,Mumbai,Product,,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Temporary,Entry level,MBA,Education,Engineering,0,164,140,1,1,0,0,0,0,1,1,90,Low Risk,Real
1764,UI/UX Designer,Ahmedabad,Product,49961-88392,Cognizant,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,1,0,Contract,Not Applicable,Master's Degree,Retail,Human Resources,0,275,134,1,0,88392,0,1,0,0,1,100,Low Risk,Real
1765,Product Manager,Mumbai,IT,,Amazon India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,1,Full-time,Mid-Senior level,MBA,Manufacturing,Design,0,221,134,1,2,0,0,0,0,0,1,90,Low Risk,Real
1766,Product Manager,Gurgaon,Engineering,53667-98626,Cognizant,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,1,Contract,Mid-Senior level,Master's Degree,Healthcare,Design,0,164,130,1,0,98626,0,1,0,0,0,100,Low Risk,Real
1767,DevOps Engineer,Kolkata,Finance,37691-64885,Microsoft India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,0,Part-time,Not Applicable,Master's Degree,Education,Marketing,0,164,134,1,1,64885,0,1,0,1,0,90,Low Risk,Real
1768,Business Analyst,Ahmedabad,Design,,HCL Technologies,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,1,1,Contract,Entry level,PhD,Manufacturing,Finance,0,221,140,1,1,0,0,0,0,0,0,95,Low Risk,Real
1769,Graphic Designer,Chennai,Operations,109788-141822,Zomato,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,0,Full-time,Director,MCA,Retail,Human Resources,0,275,140,1,1,141822,0,1,0,0,1,95,Low Risk,Real
1770,Software Engineer,Gurgaon,Operations,32112-65268,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,1,0,Part-time,Entry level,BCA,BFSI,Product,0,275,130,1,1,65268,0,1,0,1,0,90,Low Risk,Real
1771,Business Analyst,Gurgaon,Finance,49216-81073,Amazon India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,0,Part-time,Entry level,B.Tech,BFSI,Human Resources,0,221,134,1,1,81073,0,1,0,1,0,90,Low Risk,Real
1772,Sales Executive,Kolkata,Marketing,107614-137133,Accenture,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,1,Contract,Mid-Senior level,MBA,BFSI,Operations,0,194,130,1,0,137133,0,1,0,0,1,100,Low Risk,Real
1773,Graphic Designer,Bengaluru,Marketing,42813-91018,Cognizant,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Contract,Not Applicable,Master's Degree,Finance,IT,0,164,134,1,0,91018,0,1,0,0,0,100,Low Risk,Real
1774,Data Analyst,Delhi,Finance,94652-116460,Swiggy,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,1,Full-time,Internship,MCA,Retail,Product,0,164,130,1,0,116460,0,1,0,0,0,100,Low Risk,Real
1775,Bitcoin Trading Expert Needed,Work From Home,,152995-263520,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,,Weekly payout,1,0,0,Part-time,Not Applicable,Unspecified,Other,Other,1,135,0,0,3,263520,1,1,4,1,1,0,High Risk,Fake
1776,Graphic Designer,Gurgaon,Engineering,,Oracle India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,0,Full-time,Not Applicable,B.Tech,Finance,Design,0,194,134,1,2,0,0,0,0,0,1,90,Low Risk,Real
1777,Financial Analyst,Kolkata,Marketing,117529-148334,Zomato,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Contract,Director,Master's Degree,Manufacturing,Design,0,164,140,1,0,148334,0,1,0,0,0,100,Low Risk,Real
1778,Content Writer,Delhi,Design,50993-100407,HCL Technologies,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,0,Full-time,Entry level,BCA,Retail,Human Resources,0,275,134,1,1,100407,0,1,0,0,0,95,Low Risk,Real
1779,Bitcoin Trading Expert Needed,Online,Sales,190633-270573,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,,,1,0,0,Temporary,Not Applicable,Unspecified,Online,Other,1,135,0,0,3,270573,1,1,4,1,1,0,High Risk,Fake
1780,Make Money Fast – Part Time,Online,Other,130251-283618,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",,,1,0,0,Temporary,Not Applicable,,,Other,1,156,0,0,5,283618,1,1,2,1,1,0,High Risk,Fake
1781,Project Manager,Noida,Engineering,74142-122446,TCS,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Part-time,Not Applicable,BCA,Manufacturing,Marketing,0,164,130,1,0,122446,0,1,0,1,1,95,Low Risk,Real
1782,Easy Money – No Experience Needed,Online,,85128-282753,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Willing to work independently. No qualifications needed.,,1,0,0,Part-time,Not Applicable,High School or equivalent,,Other,1,156,56,1,3,282753,1,1,3,1,1,26,High Risk,Fake
1783,Bitcoin Trading Expert Needed,Work From Home,Sales,112559-409470,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Willing to work independently. No qualifications needed.,,1,0,0,Temporary,Not Applicable,,Other,,1,141,56,1,2,409470,1,1,3,1,1,31,High Risk,Fake
1784,Urgent – Wire Transfer Specialist,Work From Home,Other,119633-370876,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,,1,0,0,Part-time,Not Applicable,Unspecified,,Other,1,141,53,0,3,370876,1,1,4,1,1,0,High Risk,Fake
1785,Online Data Entry – $80/hr,Online,Sales,183132-373274,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Must have PayPal or bank account to receive payments.,Weekly payout,1,0,0,Part-time,Not Applicable,High School or equivalent,Online,Other,1,153,53,1,0,373274,1,1,4,1,1,33,High Risk,Fake
1786,Software Engineer,Pune,Finance,50948-92886,Wipro,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,1,Part-time,Mid-Senior level,PhD,Information Technology,Human Resources,0,194,134,1,1,92886,0,1,0,1,1,90,Low Risk,Real
1787,HR Specialist,Ahmedabad,IT,72875-93146,Flipkart,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,1,Part-time,Director,Bachelor's Degree,Retail,Engineering,0,275,134,1,0,93146,0,1,0,1,0,95,Low Risk,Real
1788,Content Writer,Bengaluru,Operations,,Swiggy,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,0,Full-time,Director,B.Com,Healthcare,Sales,0,164,130,1,2,0,0,0,0,0,1,90,Low Risk,Real
1789,Secret Shopper – $500/day,Work From Home,Sales,179982-303582,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Temporary,Not Applicable,High School or equivalent,,Other,1,135,53,0,2,303582,1,1,3,1,1,0,High Risk,Fake
1790,Product Manager,Hyderabad,Marketing,112044-128157,Zomato,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Contract,Entry level,MCA,Information Technology,Product,0,221,134,1,0,128157,0,1,0,0,1,100,Low Risk,Real
1791,Customer Support Agent,Hyderabad,Design,43095-83949,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,1,Part-time,Mid-Senior level,BCA,Healthcare,Product,0,164,140,1,0,83949,0,1,0,1,0,95,Low Risk,Real
1792,Product Manager,Pune,Finance,97894-141431,HDFC Bank,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,0,Contract,Entry level,PhD,Finance,Finance,0,221,130,1,0,141431,0,1,0,0,0,100,Low Risk,Real
1793,Product Manager,Bengaluru,Sales,,,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,0,1,Full-time,Internship,B.Tech,Information Technology,Engineering,0,164,130,0,3,0,0,0,0,0,0,45,Medium Risk,Real
1794,Data Analyst,Ahmedabad,Human Resources,,Flipkart,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,0,0,Part-time,Internship,BCA,BFSI,Operations,0,275,130,1,1,0,0,0,0,1,0,80,Low Risk,Real
1795,Urgent – Wire Transfer Specialist,Online,,233622-407065,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,No experience required. Just have a smartphone and internet.,,1,0,0,Part-time,Not Applicable,High School or equivalent,,Other,1,135,60,1,3,407065,1,1,5,1,1,10,High Risk,Fake
1796,Graphic Designer,Hyderabad,Engineering,94351-112430,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Full-time,Internship,B.Com,Finance,IT,0,164,134,1,0,112430,0,1,0,0,0,100,Low Risk,Real
1797,Financial Analyst,Chennai,Sales,62785-87602,IBM India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,1,Part-time,Internship,BCA,Retail,Product,0,221,134,1,0,87602,0,1,0,1,0,95,Low Risk,Real
1798,Financial Analyst,Bengaluru,Finance,,Oracle India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",1,1,1,Part-time,Entry level,Master's Degree,Education,IT,0,221,140,1,1,0,0,0,0,1,1,90,Low Risk,Real
1799,Customer Support Agent,Mumbai,IT,62145-101965,TCS,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Full-time,Not Applicable,B.Tech,Finance,Finance,0,275,134,1,0,101965,0,1,0,0,1,100,Low Risk,Real
1800,Project Manager,Chennai,Human Resources,37050-56533,Swiggy,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,0,1,Full-time,Internship,BCA,Finance,Operations,0,221,130,1,0,56533,0,1,0,0,0,90,Low Risk,Real
1801,Urgent – Wire Transfer Specialist,Work From Home,,437796-707786,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Willing to work independently. No qualifications needed.,Fast cash,1,0,0,Part-time,Not Applicable,Unspecified,,Other,1,141,56,1,2,707786,1,1,4,1,1,23,High Risk,Fake
1802,UI/UX Designer,Mumbai,Operations,,Wipro,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,1,Contract,Mid-Senior level,B.Tech,Education,Finance,0,275,134,1,2,0,0,0,0,0,1,90,Low Risk,Real
1803,Bitcoin Trading Expert Needed,Anywhere,Other,124643-337976,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Must have PayPal or bank account to receive payments.,Weekly payout,1,0,0,Part-time,Not Applicable,,Other,Other,1,135,53,0,2,337976,1,1,4,1,1,0,High Risk,Fake
1804,Software Engineer,Chennai,Finance,108674-127772,IBM India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,0,Part-time,Mid-Senior level,MCA,Manufacturing,Operations,0,164,134,1,0,127772,0,1,0,1,0,95,Low Risk,Real
1805,Product Manager,Pune,Sales,84380-113284,HCL Technologies,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Temporary,Director,BCA,Finance,Design,0,221,134,1,0,113284,0,1,0,1,0,95,Low Risk,Real
1806,Envelope Stuffing Job – High Pay,Online,,179795-410022,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,,Unlimited earning potential,1,0,0,Other,Not Applicable,Unspecified,Online,Other,1,153,0,1,2,410022,1,1,4,2,1,18,High Risk,Fake
1807,Operations Manager,Mumbai,Design,,TCS,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,1,Contract,Internship,B.Tech,BFSI,Sales,0,164,130,1,1,0,0,0,0,0,1,95,Low Risk,Real
1808,Financial Analyst,Delhi,Sales,99768-112919,Cognizant,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,0,Contract,Entry level,BCA,BFSI,Human Resources,0,221,140,1,0,112919,0,1,0,0,0,100,Low Risk,Real
1809,Business Analyst,Ahmedabad,Product,,Microsoft India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,0,Temporary,Entry level,B.Com,Finance,Operations,0,221,134,1,1,0,0,0,0,1,0,90,Low Risk,Real
1810,Graphic Designer,Chennai,Design,,TCS,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,0,Part-time,Internship,MBA,Healthcare,Finance,0,164,130,1,1,0,0,0,0,1,0,90,Low Risk,Real
1811,Content Writer,Noida,Sales,66726-94805,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Part-time,Director,PhD,Finance,Product,0,194,140,1,0,94805,0,1,0,1,0,95,Low Risk,Real
1812,Data Analyst,Mumbai,Finance,107784-142481,Zomato,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,0,Full-time,Not Applicable,PhD,Finance,Engineering,0,275,130,1,1,142481,0,1,0,0,1,95,Low Risk,Real
1813,Unlimited Income Opportunity,Anywhere,Other,99565-217490,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,No experience required. Just have a smartphone and internet.,,1,0,0,Temporary,Not Applicable,Unspecified,Online,,1,153,60,1,1,217490,1,1,5,1,1,20,High Risk,Fake
1814,Envelope Stuffing Job – High Pay,Anywhere,Sales,104232-185468,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Must have PayPal or bank account to receive payments.,Weekly payout,1,0,0,Part-time,Not Applicable,High School or equivalent,,Other,1,156,53,1,1,185468,0,1,1,1,1,72,Low Risk,Fake
1815,Software Engineer,Bengaluru,Design,,Flipkart,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,1,Temporary,Internship,B.Com,Retail,Design,0,221,130,1,1,0,0,0,0,1,1,90,Low Risk,Real
